otu	Superkingdom	Phylum 	Class	Order	Family 	Genus	Species 
a2397abbce9d4a1bbf9d45e8c61edbf3	Bacteria	Firmicutes	Bacilli	Bacillales	Family XI	Gemella	__
312da54ffa458dbfdc32330cb757604b	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	__
a52d42e1e9ff52fe17632fda51073d16	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	bacterium enrichment culture clone KWE55-24
0ba44d412fdeb4e949d8775c0eae1924	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	__
417fcf5bdd1aed1cce0c66f6c1e349ca	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	uncultured	uncultured bacterium
cf703d1df170bdcc9652e286017a2c30	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	uncultured	Prevotellaceae bacterium DJF_VR15
fd6a489e1e5f8590a0eeed21dfb875d6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured Flavonifractor sp.
755904be77b05ac58ec2ddd3bcbc7201	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	gut metagenome
f9d40c5631ca344129d181fcd248d339	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	__
56d828d4d443f6d5ee95e0f35a9c3735	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidaceae bacterium DJF_B220
937ce8e44de76aac0b5e6296cd797021	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	uncultured	uncultured bacterium
d4089d78eb99b48dc3f65abc03e846b3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	__
e213cebd2982b7f2aff0e978db4c82f1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	__
55942dabc7acd9a164b519c34e82af54	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352	__
ae4cb161d13da2ff2c566f252ce9c5fb	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4B4 group	uncultured bacterium
d67ed16da6be518fcb9fa3c0c129e2f6	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	__
a3e267d828f9ba769ac4a340fec8c12e	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae	__
0fd1525b529097978ccbc3288a03e0a6	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	gut metagenome
de119c404e99338ebfed419e222dded9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-004	__
ac8526afed5620f0f34d73661e97c832	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	uncultured	metagenome
39c831f292f213a39d9b4a57d5942c96	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	uncultured bacterium
5456333623be1acd5d9037ef883cdcbc	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	bacterium YE57
1762a44d64c8c739cf01acc8d98bd8c0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII UCG-001	uncultured bacterium
5d2b0b09f2ddeaed22e6fdebcef9a68c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	gut metagenome
98d403ef6a13fc242f527dd34efa8dd5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	__
aa84abb4096aa5845d36e6afc76415b8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured Firmicutes bacterium
efb3bd11fe637d196166648021e0ce1f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	__
f45ae6d6de6c7834dce88b993bf7f857	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	Azospirillum sp. 47_25	Azospirillum sp. 47_25
e1c56e5362f2ae4d5f8ad8372e7ade17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
62670be49f1df88905189119c8d127a8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	metagenome
4707c9938c205a3467782d26e2080c8a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	DTU089	__
723449ab9d1e0863e37b6e7fa17d6855	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	bacterium enrichment culture clone Ecwsrb026
89fbe5ae3e57f2fd41fc080e0d29b97a	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	uncultured Eubacterium sp.
966119067a8baf20b4561f8eeab7d10d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	Clostridiales bacterium 42_27
33728977a9d33f61148ce3b33b133778	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
f62c86bdf79e998f98cf00801098fc55	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
df33549797ce93a82e03d1763fbb20ef	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured organism	uncultured organism	uncultured organism
bf99fde5060af3626bcc89123f3c586e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	Rhodospirillales_uncultured	__
a1eb5a8826dd250dcf7e3d075d94eec1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	__
7a3fc675e25b6aa4ef4d1c25c2b8af68	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae	__
4258e579d56389105d9c1a0886b91fa4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	__
9d383219ae388487d750270137e52780	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Ezakiella	__
8eb617543ac6230b3c6407db3db046c6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium adhufec382
e292484bfdea5eca31f4b0ae02a334b2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	__
645ac2470366395915d1dea3a18beaf6	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
b7773bcab05ea8a287602da3aabc7c52	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	uncultured bacterium
f31151a694c65f82fb1728dec303b8a0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	Burkholderia sp. K4410.MGS-135
70b82d24bee40210e8d9fe2be08eafa2	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	uncultured bacterium
f1b94e9f7314cb890d6e06e21c52fceb	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales	Coriobacteriales	__
c90db6b2999e605a8c2b5c96be8ad34e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	__
8bc69313d002359b03856e91e6d287e3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	__
0fa90a610a3dc901f4754d7e002eab0a	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	metagenome
ebb871b4e0504b903d88cb9b6468c29e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-008	uncultured bacterium
7190c00246268745881a5b5f9717b3ff	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	uncultured bacterium
d997cb363637bca31367a22b02ca4f26	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured Lachnospiraceae bacterium	uncultured Lachnospiraceae bacterium	uncultured Lachnospiraceae bacterium
8b9a70d90d17ffa348ffa90b42f79944	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides faecis
82918a7869f78bc9f3db9a1c0cbbc607	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	[Clostridium] innocuum group	__
df29b27edae3881144847ea350d3f8bd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	metagenome
3080057614005b6007b8a94be1c2642d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	Firmicutes bacterium CAG_194_44_15
24dbd283eac9865b9f51879be2a33c35	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 2	human gut metagenome
11dda1b32755394d15772f91c5d780da	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	TM7 phylum sp. oral clone FR058	TM7 phylum sp. oral clone FR058	TM7 phylum sp. oral clone FR058
e23c69ebc53bf5a22245bbc0a1f5bd99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii CL02T12C30
2f534ddf303e1ded0fe943b22d60ee24	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-002	uncultured organism
de73dda13072baeb52c2c7e83b892cd7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-003	uncultured bacterium
cad9a21326d9cba69d9348153cc74435	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	uncultured	uncultured bacterium
6c64c3f29dec067f7e0335886e6fa0a5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured bacterium adhufec311
e1af33c05c040e4c74347c03dc93a258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	uncultured bacterium
f54f94ea0fec87c3c49e7ea65eb0bbd8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	__
793b82f609e95c820accecf64cdea2ec	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CHKCI002	uncultured bacterium
d37b448c8897dec70ea3eb314f2e969f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured organism	uncultured organism
c1a04eab01680d594a54991132b2af46	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	__
9bde90e6c1839a7fd1edcd553dd8be80	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	__
94a00b0e906a9f9b036aee6e986972de	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	Ruminococcus sp. YE281
2c913664256f19823420763ca16dc8ae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	__
57507a40f42bb5c081eb9c04b1563df5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger
1833c971b0c58e4edfd67220921f2d8f	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	metagenome	metagenome
baa999edbe1f0a3afd5f3e9ca09b629e	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	__
a1638179ea0d5004988e83819764094e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 6	uncultured bacterium
68649c89442a2f36c94b9f2a0eb04919	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured marine bacterium
b7af40a0cf39e917add7c0f1f6f1baf4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	uncultured bacterium
5a90d2af381562f600a5bf866f797d18	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	human gut metagenome
da1258cf7f74ff625f770c87e9ceaa64	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	human gut metagenome
8720c6b61092f9f5be6a0d94dfa5654d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	uncultured bacterium
2326c10392bcebc880151b1a7bfc023f	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	uncultured	uncultured organism
4adb11fb9c18bc7938ff1cafd8433688	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	uncultured organism
a98c53765df0a61a81deecee5e3367a9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia
cbe6ded8287a2da0535d931858f89942	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	gut metagenome	gut metagenome
d691a018069601623270b3b32dcdeec1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Ruminococcus sp. N15.MGS-57
21cb464871a359ed66e67e73170853c4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
d23e10962ea311b2ea59cd71a1999bcf	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	uncultured bacterium
b8a2c4edec122ed451c86e9229e873e8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	__
11a842f0711882ae7389c222c801799b	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis
01ed22048e8df4236768e3d7bea94c41	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	__
a9a85e33b932c5a3f4070f4d85a8d156	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	__
30e4b70c4a286e954ad1bcfe9ecccdf4	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	uncultured bacterium
d79efe9ef63874304ee100e7564be5e8	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	__
16623ffa5c24185904772ccc57e19971	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	Anaerostipes hadrus
6ce1ad511e2c000abce1c6e7e7a49a55	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured Thermoanaerobacterales bacterium	uncultured Thermoanaerobacterales bacterium
e3833227f53167a7c9755bcc6b0581b1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group	metagenome
cdc51b7ba4207b8238e816aefab137df	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-001	Lachnospiraceae bacterium TF01-11
d5923008729131af33eaead0555ee4bc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	__
9cde5af5b0c656d38849a71c5562bdab	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	__
4fb442ba257920dd129340aa7f6f4fc2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	uncultured organism
9ca30664548a41cccc4964bf6be8cc9c	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	__
a47e3bc818fbe719a9575ec9744d4ef7	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured Erysipelotrichaceae bacterium	uncultured Erysipelotrichaceae bacterium	uncultured Erysipelotrichaceae bacterium
203f9a4d39d60b386fb941440c7fbebc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	uncultured organism
1c3e8a84c45c827b7c7ab9bd1fa97990	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured bacterium adhufec202	uncultured bacterium adhufec202	uncultured bacterium adhufec202
b5bfdba3274278cfbdbe5d3ee67b8f53	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	metagenome
0ed5f30d053863afb201b3587f1c0e7e	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-006	uncultured bacterium
c03d9a1968c1477da378790ad3a0e246	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus
91f73e5fd835f9d6feaf5e657bdf82f5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured bacterium
df5f868695c15f22d88d038cbe45a7d2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	metagenome
3b96303afc69e1f7f0af5ced1aeba3d5	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	__
32b4c120a90bb9b9cd406e72645a3641	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens
8244b2284560d7092fbc51d03944831b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	Ruminococcus sp. ID1
cc8da7e870f628c5a23571db156ad943	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured organism
232947b560d1338339003fdea9d12046	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] fissicatena group	unidentified
ff34a92033f40c6de8c9383338ee6fbc	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	__
db230861f27ea89057a9bc73d58eb571	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	uncultured bacterium
5251b24723dfa646be99186c600b7c15	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured	__
7612f3bb4efa7649f7a4cd04c7c91513	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	uncultured bacterium
3aa6fc4e60afa7790ecaccb33fd75466	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-010	uncultured bacterium
ff790ed2f403b41fbf8fc5f439d8b096	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	uncultured	uncultured bacterium	uncultured bacterium
9d73bb75b2b0d4355dd3834662ef61b4	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	Burkholderiales bacterium YL45
a4fca56e6634cd05d3b526974413f50e	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii F0530
758be7c1682f52b6b810416750bb6fad	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	__
906f7ceafb1f9416ed1d1652f825720f	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	uncultured bacterium
c04c1f6896fce6bafb15e8d5fa1ea001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella sp. RS2
1afa2eef9f71e5a299a6b86ae29c0e6c	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	metagenome
efaab505cb1c98d077557ffe1a3cbac6	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	__
70404223d36f4df9a70d0d90626d851d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured bacterium adhufec35.25
88441d02eded019a515274aa1a4e1916	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	__
9e25dbedec4efc029957f49659ec0946	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 2007b
726c8a5d5d7719e054d7f4ad0fca0881	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	metagenome
04a5a8f83e0b666e457b947c0af54640	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured rumen bacterium
5f7aab5e3276b48cd23142b9f158ee23	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	__
8459732d54aa6319aa27f88e196772c9	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	uncultured bacterium
855a8f1985414aeed57810b973eb951e	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	gut metagenome
71c15821e365316053d6f3f9c7350782	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae UCG-011	uncultured bacterium
5b8661aa8f2094307c8376e288a23a29	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	__
03b55dc00c8acaf394c1cead8d171b14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	uncultured	gut metagenome
a329e1b00e6ff3b4b766a324e5ecdaa5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Chlamydia trachomatis
7c29f19bdcf0c27e57d8d848ea2cea6c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured Clostridium sp.
1d1e7ac81d77685b184c3ee99f28d1ba	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	uncultured bacterium
85341f83dff2dc8a3afe321bb60f71e8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unidentified
51c275e20edace68d5107adea40918ad	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	__
83cc583dae26a6350b087a74072e559b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. SN4
51e3e8f6d1429914e843f411c6fc6c31	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	gut metagenome
831d3177282bf6642386556567025f9f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] ventriosum group	uncultured Eubacterium sp.
7dd90e90d257ad364a08eb18aa2ee7af	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Candidatus Saccharibacteria bacterium UB2523	Candidatus Saccharibacteria bacterium UB2523	Candidatus Saccharibacteria bacterium UB2523
34a5c013044eda70fd23332206803668	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica
792c17a03bdbf4c087a7248692cf8da9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	uncultured organism
b15d3adacb3b0ba690f479ea88a80f80	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	__
ecc14ef157dbf55c542d7ba247eb027a	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	__
ff7c271e6b9774bb9554afe6c7237bc5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Gabonia massiliensis
e56b4880efab7daad6f0295d97ba717b	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera sp. MH
e36286f92f8e566e378beb399c69dc53	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	unidentified
801954d7fb87362510d7dc7634827545	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured prokaryote	uncultured prokaryote	uncultured prokaryote
de50f25ec846a11e5bb2370f8dcad8d0	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum
9389cc5e24fcb8fd40794cda2f4a20f0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Finegoldia	__
9e43a716a93b6156056c83f2f23d4f9b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured bacterium
caabb14c425f236531490dd427c044ea	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured rumen bacterium
f8cb8a7b5a1a1dcfd47e379ccb3848cf	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured Clostridiales bacterium
66e4d24b9dcaa24ef4b0d2186996ddb6	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	uncultured Anaerococcus sp.
58fa2342905ebd65c4bdb7fc8f521728	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	uncultured bacterium
c604b63c8c8d401af497235a4518e86f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	uncultured	Bacteroidales_uncultured	__
e60e4d81f2da520618fa3af06e59454b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	gut metagenome	gut metagenome
70665b4db742089fe095e09b164484a3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured organism
2c90380b98981333d1e87360ce99d192	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	uncultured Desulfovibrionales bacterium
a1b07fd7736135582d3e4ffa8930a8df	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	__
fd37a2c9c8e436d1ef0e1f1fa1f8452a	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured Clostridia bacterium
24cd697e74f92a9c42509f460a402d30	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	__
dd3e1233c17d91b94bfd1385cdba8842	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccalis
86870dfa352fb54a8fa6192d134bbbb8	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	unidentified rumen bacterium RF39	unidentified rumen bacterium RF39	unidentified rumen bacterium RF39
afb71fb0324dda9e6cd9ea159292494d	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	uncultured bacterium
8a276750722e4efe40e80fcbb380b3f7	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	__
fb25fc555c75d03ec187299c8b0d142d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	uncultured bacterium
